,variable,value
8293,HUC:18010106,South Fork Eel Hydrologic Unit
8294,HUC:18010107,Mattole Hydrologic Unit
8295,HUC:18010108,Big-Navarro-Garcia Hydrologic Unit
8296,HUC:18010109,Gualala-Salmon Hydrologic Unit
8297,HUC:18010110,Russian Hydrologic Unit
8298,HUC:18010111,Bodega Bay Hydrologic Unit
8299,HUC:180102,Klamath Hydrologic Unit
8300,HUC:18010201,Williamson Hydrologic Unit
8301,HUC:18010202,Sprague Hydrologic Unit
8302,HUC:18010203,Upper Klamath Lake Hydrologic Unit
8303,HUC:18010204,Lost Hydrologic Unit
8304,HUC:18010205,Butte Hydrologic Unit
8305,HUC:18010206,Upper Klamath Hydrologic Unit
8306,HUC:18010207,Shasta Hydrologic Unit
8307,HUC:18010208,Scott Hydrologic Unit
8308,HUC:18010209,Lower Klamath Hydrologic Unit
8309,HUC:18010210,Salmon Hydrologic Unit
8310,HUC:18010211,Trinity Hydrologic Unit
8311,HUC:18010212,South Fork Trinity Hydrologic Unit
8312,HUC:1802,Sacramento Hydrologic Unit
8313,HUC:180200,Upper Sacramento Hydrologic Unit
8314,HUC:18020001,Goose Lake Hydrologic Unit
8315,HUC:18020002,Upper Pit Hydrologic Unit
8316,HUC:18020003,Lower Pit Hydrologic Unit
8317,HUC:18020004,Mccloud Hydrologic Unit
8318,HUC:18020005,Sacramento headwaters Hydrologic Unit
8319,HUC:180201,Lower Sacramento Hydrologic Unit
8320,HUC:18020101,Sacramento-Lower Cow-Lower Clear Hydrologic Unit
8321,HUC:18020102,Lower Cottonwood Hydrologic Unit
8322,HUC:18020103,Sacramento-Lower Thomes Hydrologic Unit
8323,HUC:18020104,Sacramento-Stone Corral Hydrologic Unit
8324,HUC:18020105,Lower Butte Hydrologic Unit
8325,HUC:18020106,Lower Feather Hydrologic Unit
8326,HUC:18020107,Lower Yuba Hydrologic Unit
8327,HUC:18020108,Lower Bear Hydrologic Unit
8328,HUC:18020109,Lower Sacramento Hydrologic Unit
8329,HUC:18020110,Lower Cache Hydrologic Unit
8330,HUC:18020111,Lower American Hydrologic Unit
8331,HUC:18020112,Sacramento-Upper Clear Hydrologic Unit
8332,HUC:18020113,Cottonwood headwaters Hydrologic Unit
8333,HUC:18020114,Upper Elder-Upper Thomes Hydrologic Unit
8334,HUC:18020115,Upper Stony Hydrologic Unit
8335,HUC:18020116,Upper Cache Hydrologic Unit
8336,HUC:18020117,Upper Putah Hydrologic Unit
8337,HUC:18020118,Upper Cow-Battle Hydrologic Unit
8338,HUC:18020119,Mill-Big Chico Hydrologic Unit
8339,HUC:18020120,Upper Butte Hydrologic Unit
8340,HUC:18020121,North Fork Feather Hydrologic Unit
8341,HUC:18020122,East Branch North Fork Feather Hydrologic Unit
8342,HUC:18020123,Middle Fork Feather Hydrologic Unit
8343,HUC:18020124,Honcut headwaters Hydrologic Unit
8344,HUC:18020125,Upper Yuba Hydrologic Unit
8345,HUC:18020126,Upper Bear Hydrologic Unit
8346,HUC:18020127,Upper Coon-Upper Auburn Hydrologic Unit
8347,HUC:18020128,North Fork American Hydrologic Unit
8348,HUC:18020129,South Fork American Hydrologic Unit
8349,HUC:1803,Tulare-Buena Vista Lakes Hydrologic Unit
8350,HUC:180300,Tulare-Buena Vista Lakes Hydrologic Unit
8351,HUC:18030001,Upper Kern Hydrologic Unit
8352,HUC:18030002,South Fork Kern Hydrologic Unit
8353,HUC:18030003,Middle Kern-Upper Tehachapi- Hydrologic Unit
8354,HUC:18030004,Upper Poso Hydrologic Unit
8355,HUC:18030005,Upper Deer-Upper White Hydrologic Unit
8356,HUC:18030006,Upper Tule Hydrologic Unit
8357,HUC:18030007,Upper Kaweah Hydrologic Unit
8358,HUC:18030008,Mill Hydrologic Unit
8359,HUC:18030009,Upper Dry Hydrologic Unit
8360,HUC:18030010,Upper King Hydrologic Unit
8361,HUC:18030011,Upper Los Gatos-Avenal Hydrologic Unit
8362,HUC:18030012,Tulare-Buena Vista Lakes Hydrologic Unit
8363,HUC:1804,San Joaquin Hydrologic Unit
8364,HUC:180400,San Joaquin Hydrologic Unit
8365,HUC:18040001,Middle San Joaquin-Lower Hydrologic Unit
8366,HUC:18040002,Middle San Joaquin-Lower Hydrologic Unit
8367,HUC:18040003,San Joaquin Delta Hydrologic Unit
8368,HUC:18040004,Lower Calaveras-Mormon Slough Hydrologic Unit
8369,HUC:18040005,Lower Cosumnes-Lower Mokelumne Hydrologic Unit
8370,HUC:18040006,Upper San Joaquin Hydrologic Unit
8371,HUC:18040007,Upper Chowchilla-Upper Fresno Hydrologic Unit
8372,HUC:18040008,Upper Merced Hydrologic Unit
8373,HUC:18040009,Upper Tuolumne Hydrologic Unit
8374,HUC:18040010,Upper Stanislaus Hydrologic Unit
8375,HUC:18040011,Upper Calaveras Hydrologic Unit
8376,HUC:18040012,Upper Mokelumne Hydrologic Unit
8377,HUC:18040013,Upper Cosumnes Hydrologic Unit
8378,HUC:18040014,Panoche-San Luis Reservoir Hydrologic Unit
8379,HUC:1805,San Francisco Bay Hydrologic Unit
8380,HUC:180500,San Francisco Bay Hydrologic Unit
8381,HUC:18050001,Suisun Bay Hydrologic Unit
8382,HUC:18050002,San Pablo Bay Hydrologic Unit
8383,HUC:18050003,Coyote Hydrologic Unit
8384,HUC:18050004,San Francisco Bay Hydrologic Unit
8385,HUC:18050005,Tomales-Drake Bays Hydrologic Unit
8386,HUC:18050006,San Francisco Coastal South Hydrologic Unit
8387,HUC:1806,Central California Coastal Hydrologic Unit
8388,HUC:180600,Central California Coastal Hydrologic Unit
8389,HUC:18060001,San Lorenzo-Soquel Hydrologic Unit
8390,HUC:18060002,Pajaro Hydrologic Unit
8391,HUC:18060003,Carrizo Plain Hydrologic Unit
8392,HUC:18060004,Estrella Hydrologic Unit
8393,HUC:18060005,Salinas Hydrologic Unit
8394,HUC:18060006,Central Coastal Hydrologic Unit
8395,HUC:18060007,Cuyama Hydrologic Unit
8396,HUC:18060008,Santa Maria Hydrologic Unit
8397,HUC:18060009,San Antonio Hydrologic Unit
8398,HUC:18060010,Santa Ynez Hydrologic Unit
8399,HUC:18060011,Alisal-Elkhorn Sloughs Hydrologic Unit
8400,HUC:18060012,Carmel Hydrologic Unit
8401,HUC:18060013,Santa Barbara Coastal Hydrologic Unit
8402,HUC:18060014,Santa Barbara Channel Islands Hydrologic Unit
8403,HUC:1807,Southern California Coastal Hydrologic Unit
8404,HUC:180701,Ventura-San Gabriel Coastal Hydrologic Unit
8405,HUC:18070101,Ventura Hydrologic Unit
8406,HUC:18070102,Santa Clara Hydrologic Unit
8407,HUC:18070103,Calleguas Hydrologic Unit
8408,HUC:18070104,Santa Monica Bay Hydrologic Unit
8409,HUC:18070105,Los Angeles Hydrologic Unit
8410,HUC:18070106,San Gabriel Hydrologic Unit
8411,HUC:18070107,San Pedro Channel Islands Hydrologic Unit
8412,HUC:180702,Santa Ana Hydrologic Unit
8413,HUC:18070201,Seal Beach Hydrologic Unit
8414,HUC:18070202,San Jacinto Hydrologic Unit
8415,HUC:18070203,Santa Ana Hydrologic Unit
8416,HUC:18070204,Newport Bay Hydrologic Unit
8417,HUC:180703,Laguna-San Diego Coastal Hydrologic Unit
8418,HUC:18070301,Aliso-San Onofre Hydrologic Unit
8419,HUC:18070302,Santa Margarita Hydrologic Unit
8420,HUC:18070303,San Luis Rey-Escondido Hydrologic Unit
8421,HUC:18070304,San Diego Hydrologic Unit
8422,HUC:18070305,Cottonwood-Tijuana Hydrologic Unit
8423,HUC:1808,North Lahontan Hydrologic Unit
8424,HUC:180800,North Lahontan Hydrologic Unit
8425,HUC:18080001,Surprise Valley Hydrologic Unit
8426,HUC:18080002,Madeline Plains Hydrologic Unit
8427,HUC:18080003,Honey-Eagle Lakes Hydrologic Unit
8428,HUC:1809,Northern Mojave-Mono Lake Hydrologic Unit
8429,HUC:180901,Mono-Owens Lakes Hydrologic Unit
8430,HUC:18090101,Mono Lake Hydrologic Unit
8431,HUC:18090102,Crowley Lake Hydrologic Unit
8432,HUC:18090103,Owens Lake Hydrologic Unit
8433,HUC:180902,Northern Mojave Hydrologic Unit
8434,HUC:18090201,Eureka-Saline Valleys Hydrologic Unit
8435,HUC:18090202,Upper Amargosa Hydrologic Unit
8436,HUC:18090203,Death Valley-Lower Amargosa Hydrologic Unit
8437,HUC:18090204,Panamint Valley Hydrologic Unit
8438,HUC:18090205,Indian Wells-Searles Valleys Hydrologic Unit
8439,HUC:18090206,Antelope-Fremont Valleys Hydrologic Unit
8440,HUC:18090207,Coyote-Cuddeback Lakes Hydrologic Unit
8441,HUC:18090208,Mojave Hydrologic Unit
8442,HUC:1810,Southern Mojave-Salton Sea Hydrologic Unit
8443,HUC:181001,Southern Mojave Hydrologic Unit
8444,HUC:18100100,Southern Mojave Hydrologic Unit
8445,HUC:181002,Salton Sea Hydrologic Unit
8446,HUC:18100200,Salton Sea Hydrologic Unit
8447,ZIP:00001,"N Dillingham Census Area, AK 00001"
8448,ZIP:00002,"Yukon Flats Nat Wildlife, AK 00002"
8449,ZIP:00003,"Alaska Peninsula NWR, AK 00003"
8450,ZIP:00004,"W Kenai Peninsula Boroug, AK 00004"
8451,ZIP:00005,"N Lake and Peninsula Bor, AK 00005"
8452,ZIP:00006,"Matanuska-Sustina Bor, AK 00006"
8453,ZIP:00007,"Southerly North Slope Bo, AK 00007"
8454,ZIP:00009,"Lake Clark National Pres, AK 00009"
8455,ZIP:00010,"Yukon Delta Wilderness, AK 00010"
8456,ZIP:00011,"Kenai Ntl Wildlife Ref, AK 00011"
8457,ZIP:00012,"Mt Meadows Area, CA 00012"
8458,ZIP:00014,"West Pima County, AZ 00014"
8459,ZIP:00015,"Coronado Ntl Forest, AZ 00015"
8460,ZIP:00016,"Sequoia National Forest, CA 00016"
8461,ZIP:00017,"Northeast Fresno County, CA 00017"
8462,ZIP:00018,"Los Padres Ntl Forest, CA 00018"
8463,ZIP:00019,"Lassen Ntl Forest, CA 00019"
8464,ZIP:00020,"Sierra National Forest, CA 00020"
8465,ZIP:00022,"Jackson St Forest, CA 00022"
8466,ZIP:00026,"East Tulare County, CA 00026"
8467,ZIP:00027,"Pike Ntl Forest, CO 00027"
8468,ZIP:00028,"Plumas Ntl Forest, CA 00028"
8469,ZIP:00029,"Tahoe National Forest, CA 00029"
8470,ZIP:00031,"Lassen National Forest, CA 00031"
8471,ZIP:00032,"Los Padres Ntl Forest, CA 00032"
8472,ZIP:00033,"Tahoe National Forest, CA 00033"
8473,ZIP:00034,"Klamath National Forest, CA 00034"
8474,ZIP:00035,"Modoc/Shasta/Klamath for, CA 00035"
8475,ZIP:00037,"West Tehama County, CA 00037"
8476,ZIP:00038,"East Tehama County, CA 00038"
8477,ZIP:00039,"Southeast Trinity County, CA 00039"
8478,ZIP:00040,"Yosemite Ntl Park, CA 00040"
8479,ZIP:00041,"West Broward County, FL 00041"
8480,ZIP:00042,"Southwest Brevard Cnty, FL 00042"
8481,ZIP:00043,"Everglades, FL 00043"
8482,ZIP:00044,"South Alpine County, CA 00044"
8483,ZIP:00045,"Southeast Marion Cnty, FL 00045"
8484,ZIP:00047,"West Glenn County, CA 00047"
8485,ZIP:00048,"Mendocino Ntl Forest, CA 00048"
8486,ZIP:00049,"Six Rivers National Fore, CA 00049"
8487,ZIP:00050,"Six Rivers Ntl Forest, CA 00050"
8488,ZIP:00051,"Eldorado Ntl Forest, CA 00051"
8489,ZIP:00052,"Eldorado Ntl Forest, CA 00052"
8490,ZIP:00053,"Southwest Palm Beach Co, FL 00053"
8491,ZIP:00054,"Six Rivers Ntl Forest, CA 00054"
8492,ZIP:00055,"Trinity Ntl Forest, CA 00055"
8493,ZIP:00056,"Snake Riv Birds of Prey, ID 00056"
8494,ZIP:00057,"Channel Islands National Pk, CA 00057"
8495,ZIP:00058,"Yosemite Ntl Park, CA 00058"
8496,ZIP:00059,"Voyageurs Natl Park, MN 00059"
8497,ZIP:00060,"Superior National Forest, MN 00060"
8498,ZIP:00061,"Channel Is Air Guard Station, CA 00061"
8499,ZIP:00063,"Benton Lake NWR, MT 00063"
8500,ZIP:00064,"Sandoval County, NM 00064"
8501,ZIP:00065,"Plumas National Park, CA 00065"
8502,ZIP:00066,"White Sands Missile Rnge, NM 00066"
8503,ZIP:00067,"N Central Comanche Cnty, OK 00067"
8504,ZIP:00068,"Siuslaw Ntl Forest, OR 00068"
8505,ZIP:00069,"Willamette National for, OR 00069"
8506,ZIP:00070,"Mt Hood National Forest, OR 00070"
8507,ZIP:00071,"Uinta Ntl Forest, UT 00071"
8508,ZIP:00072,"National Forest/Park, WA 00072"
8509,ZIP:00073,"Usdoe Hanford Site, WA 00073"
8510,ZIP:00074,"Yakima Indian Res, WA 00074"
8511,ZIP:00076,"Okanogan Natl Park, WA 00076"
8512,ZIP:00077,"Willamette Natl Forest, OR 00077"
8513,ZIP:00084,"Hoffman Forest, NC 00084"
8514,ZIP:00087,"NW Indian River County, FL 00087"
8515,ZIP:00097,"Everglades-Monroe County, FL 00097"
8516,ZIP:00098,"Everglades-S Monroe Cnty, FL 00098"
8517,ZIP:00100,"Wasatch National Forest, UT 00100"
8518,ZIP:00116,"Marsh Island, LA 00116"
8519,ZIP:00119,"Timbalier Islands, LA 00119"
8520,ZIP:00121,"Mississippi Delta, LA 00121"
8521,ZIP:00125,"Northwest Aroostook, ME 00125"
8522,ZIP:00126,"North Franklin County, ME 00126"
8523,ZIP:00127,"East Hancock County, ME 00127"
8524,ZIP:00128,"North Oxford County, ME 00128"
8525,ZIP:00130,"North Penobscot County, ME 00130"
8526,ZIP:00132,"North Somerset County, ME 00132"
8527,ZIP:00133,"West Central Somerset Co, ME 00133"
8528,ZIP:00134,"Northern Washington Co, ME 00134"
8529,ZIP:00135,"Northern Piscataquis CNT, ME 00135"
8530,ZIP:00137,"Central Aroostook Cnty, ME 00137"
8531,ZIP:00138,"South Aroostook Cnty, ME 00138"
8532,ZIP:00139,"TWPS D-E-6-Franklin Cnty, ME 00139"
8533,ZIP:00141,"T3 R1 NBPP-Penobscot Co, ME 00141"
8534,ZIP:00148,"NE Aroostook County, ME 00148"
8535,ZIP:00151,"S Central Washington Co, ME 00151"
8536,ZIP:00152,"Assateague Island Ntl SE, MD 00152"
8537,ZIP:00158,"Monomoy Island, MA 00158"
8538,ZIP:00160,"Superior National Forest, MN 00160"
8539,ZIP:00161,"Superior National Forest, MN 00161"
8540,ZIP:00164,"Northwest Beltrami Cnty, MN 00164"
8541,ZIP:00165,"Beltrami Isl State for, MN 00165"
8542,ZIP:00166,"Red Lake Indian Res, MN 00166"
8543,ZIP:00168,"Beans Purchase, NH 00168"
8544,ZIP:00172,"Hadleys Purchase, NH 00172"
8545,ZIP:00173,"Cutts Grant, NH 00173"
8546,ZIP:00174,"Beans Grant, NH 00174"
8547,ZIP:00176,"Sargents Purchase, NH 00176"
8548,ZIP:00177,"Pinkham Grant, NH 00177"
8549,ZIP:00179,"Chandlers Purchase, NH 00179"
8550,ZIP:00180,"Thompson/Meserves Purch, NH 00180"
8551,ZIP:00181,"Low and Burbanks Grant, NH 00181"
8552,ZIP:00182,"Crawfords Purchase, NH 00182"
8553,ZIP:00183,"Greens Grant, NH 00183"
8554,ZIP:00184,"Martins Location, NH 00184"
8555,ZIP:00185,"Kilkenny, NH 00185"
8556,ZIP:00188,"Padre Island Ntl Seashor, TX 00188"
8557,ZIP:00195,"Long Island, WA 00195"
8558,ZIP:00197,"B M Goldwater A F Range, AZ 00197"
8559,ZIP:00198,"E Mncplty of Anchorage, AK 00198"
8560,ZIP:00199,"Tonto National Forest, AZ 00199"
8561,ZIP:00601,"Adjuntas, PR 00601"
8562,ZIP:00602,"Aguada, PR 00602"
8563,ZIP:00603,"Aguadilla, PR 00603"
8564,ZIP:00606,"Maricao, PR 00606"
8565,ZIP:00610,"Anasco, PR 00610"
8566,ZIP:00612,"Arecibo, PR 00612"
8567,ZIP:00617,"Barceloneta, PR 00617"
8568,ZIP:00623,"Cabo Rojo, PR 00623"
8569,ZIP:00624,"Penuelas, PR 00624"
8570,ZIP:00627,"Camuy, PR 00627"
8571,ZIP:00631,"Castaner, PR 00631"
8572,ZIP:00637,"Sabana Grande, PR 00637"
8573,ZIP:00638,"Ciales, PR 00638"
8574,ZIP:00641,"Utuado, PR 00641"
8575,ZIP:00646,"Dorado, PR 00646"
8576,ZIP:00647,"Ensenada, PR 00647"
8577,ZIP:00650,"Florida, PR 00650"
8578,ZIP:00653,"Guanica, PR 00653"
8579,ZIP:00656,"Guayanilla, PR 00656"
8580,ZIP:00659,"Hatillo, PR 00659"
8581,ZIP:00660,"Hormigueros, PR 00660"
8582,ZIP:00662,"Isabela, PR 00662"
8583,ZIP:00664,"Jayuya, PR 00664"
8584,ZIP:00667,"Lajas, PR 00667"
8585,ZIP:00669,"Lares, PR 00669"
8586,ZIP:00670,"Las Marias, PR 00670"
8587,ZIP:00674,"Manati, PR 00674"
8588,ZIP:00676,"Moca, PR 00676"
8589,ZIP:00677,"Rincon, PR 00677"
8590,ZIP:00678,"Quebradillas, PR 00678"
8591,ZIP:00680,"Mayaguez, PR 00680"
8592,ZIP:00682,"Mayaguez, PR 00682"
8593,ZIP:00683,"San German, PR 00683"
8594,ZIP:00685,"San Sebastian, PR 00685"
8595,ZIP:00687,"Morovis, PR 00687"
8596,ZIP:00690,"San Antonio, PR 00690"
8597,ZIP:00692,"Vega Alta, PR 00692"
8598,ZIP:00693,"Vega Baja, PR 00693"
8599,ZIP:00698,"Yauco, PR 00698"
8600,ZIP:00703,"Aguas Buenas, PR 00703"
8601,ZIP:00704,"Aguirre, PR 00704"
8602,ZIP:00705,"Aibonito, PR 00705"
8603,ZIP:00707,"Maunabo, PR 00707"
8604,ZIP:00714,"Arroyo, PR 00714"
8605,ZIP:00715,"Mercedita, PR 00715"
8606,ZIP:00716,"Ponce, PR 00716"
8607,ZIP:00717,"Ponce, PR 00717"
8608,ZIP:00718,"Naguabo, PR 00718"
8609,ZIP:00719,"Naranjito, PR 00719"
8610,ZIP:00720,"Orocovis, PR 00720"
8611,ZIP:00723,"Patillas, PR 00723"
8612,ZIP:00725,"Caguas, PR 00725"
8613,ZIP:00727,"Caguas, PR 00727"
8614,ZIP:00728,"Ponce, PR 00728"
8615,ZIP:00729,"Canovanas, PR 00729"
8616,ZIP:00730,"Ponce, PR 00730"
8617,ZIP:00731,"Ponce, PR 00731"
8618,ZIP:00735,"Ceiba, PR 00735"
8619,ZIP:00736,"Cayey, PR 00736"
8620,ZIP:00738,"Fajardo, PR 00738"
8621,ZIP:00739,"Cidra, PR 00739"
8622,ZIP:00740,"Puerto Real, PR 00740"
8623,ZIP:00741,"Punta Santiago, PR 00741"
8624,ZIP:00745,"Rio Grande, PR 00745"
8625,ZIP:00751,"Salinas, PR 00751"
8626,ZIP:00754,"San Lorenzo, PR 00754"
8627,ZIP:00757,"Santa Isabel, PR 00757"
8628,ZIP:00765,"Vieques, PR 00765"
8629,ZIP:00766,"Villalba, PR 00766"
8630,ZIP:00767,"Yabucoa, PR 00767"
8631,ZIP:00769,"Coamo, PR 00769"
8632,ZIP:00771,"Las Piedras, PR 00771"
8633,ZIP:00772,"Loiza, PR 00772"
8634,ZIP:00773,"Luquillo, PR 00773"
8635,ZIP:00775,"Culebra, PR 00775"
8636,ZIP:00777,"Juncos, PR 00777"
8637,ZIP:00778,"Gurabo, PR 00778"
8638,ZIP:00780,"Coto Laurel, PR 00780"
8639,ZIP:00782,"Comerio, PR 00782"
8640,ZIP:00783,"Corozal, PR 00783"
8641,ZIP:00784,"Guayama, PR 00784"
8642,ZIP:00791,"Humacao, PR 00791"
8643,ZIP:00794,"Barranquitas, PR 00794"
8644,ZIP:00795,"Juana Diaz, PR 00795"
8645,ZIP:00802,"St Thomas, VI 00802"
8646,ZIP:00820,"Christiansted, VI 00820"
8647,ZIP:00830,"St John, VI 00830"
8648,ZIP:00840,"Frederiksted, VI 00840"
8649,ZIP:00850,"Kingshill, VI 00850"
8650,ZIP:00901,"San Juan, PR 00901"
8651,ZIP:00907,"San Juan, PR 00907"
8652,ZIP:00909,"San Juan, PR 00909"
8653,ZIP:00911,"San Juan, PR 00911"
8654,ZIP:00912,"San Juan, PR 00912"
8655,ZIP:00913,"San Juan, PR 00913"
8656,ZIP:00915,"San Juan, PR 00915"
8657,ZIP:00917,"San Juan, PR 00917"
8658,ZIP:00918,"San Juan, PR 00918"
8659,ZIP:00920,"San Juan, PR 00920"
8660,ZIP:00921,"San Juan, PR 00921"
8661,ZIP:00923,"San Juan, PR 00923"
8662,ZIP:00924,"San Juan, PR 00924"
8663,ZIP:00925,"San Juan, PR 00925"
8664,ZIP:00926,"San Juan, PR 00926"
8665,ZIP:00927,"San Juan, PR 00927"
8666,ZIP:00934,"Fort Buchanan, PR 00934"
8667,ZIP:00949,"Toa Baja, PR 00949"
8668,ZIP:00952,"Sabana Seca, PR 00952"
8669,ZIP:00953,"Toa Alta, PR 00953"
8670,ZIP:00956,"Bayamon, PR 00956"
8671,ZIP:00957,"Bayamon, PR 00957"
8672,ZIP:00959,"Bayamon, PR 00959"
8673,ZIP:00961,"Bayamon, PR 00961"
8674,ZIP:00962,"Catano, PR 00962"
8675,ZIP:00965,"Guaynabo, PR 00965"
8676,ZIP:00966,"Guaynabo, PR 00966"
8677,ZIP:00968,"Guaynabo, PR 00968"
8678,ZIP:00969,"Guaynabo, PR 00969"
8679,ZIP:00976,"Trujillo Alto, PR 00976"
8680,ZIP:00979,"Carolina, PR 00979"
8681,ZIP:00982,"Carolina, PR 00982"
8682,ZIP:00983,"Carolina, PR 00983"
8683,ZIP:00985,"Carolina, PR 00985"
8684,ZIP:00987,"Carolina, PR 00987"
8685,ZIP:01001,"Agawam, MA 01001"
8686,ZIP:01002,"Amherst, MA 01002"
8687,ZIP:01003,"Amherst, MA 01003"
8688,ZIP:01005,"Barre, MA 01005"
8689,ZIP:01007,"Belchertown, MA 01007"
8690,ZIP:01008,"Blandford, MA 01008"
8691,ZIP:01010,"Brimfield, MA 01010"
8692,ZIP:01011,"Chester, MA 01011"
8693,ZIP:01012,"Chesterfield, MA 01012"
8694,ZIP:01013,"Chicopee, MA 01013"
8695,ZIP:01020,"Chicopee, MA 01020"
8696,ZIP:01022,"Chicopee, MA 01022"
8697,ZIP:01026,"Cummington, MA 01026"
8698,ZIP:01027,"Easthampton, MA 01027"
8699,ZIP:01028,"East Longmeadow, MA 01028"
8700,ZIP:01030,"Feeding Hills, MA 01030"
8701,ZIP:01031,"Gilbertville, MA 01031"
8702,ZIP:01032,"Goshen, MA 01032"
8703,ZIP:01033,"Granby, MA 01033"
8704,ZIP:01034,"Granville, MA 01034"
8705,ZIP:01035,"Hadley, MA 01035"
8706,ZIP:01036,"Hampden, MA 01036"
8707,ZIP:01038,"Hatfield, MA 01038"
8708,ZIP:01039,"Haydenville, MA 01039"
8709,ZIP:01040,"Holyoke, MA 01040"
8710,ZIP:01050,"Huntington, MA 01050"
8711,ZIP:01053,"Leeds, MA 01053"
8712,ZIP:01054,"Leverett, MA 01054"
8713,ZIP:01056,"Ludlow, MA 01056"
8714,ZIP:01057,"Monson, MA 01057"
8715,ZIP:01060,"Northampton, MA 01060"
8716,ZIP:01062,"Florence, MA 01062"
8717,ZIP:01063,"Northampton, MA 01063"
8718,ZIP:01068,"Oakham, MA 01068"
8719,ZIP:01069,"Palmer, MA 01069"
8720,ZIP:01070,"Plainfield, MA 01070"
8721,ZIP:01071,"Russell, MA 01071"
8722,ZIP:01072,"Shutesbury, MA 01072"
8723,ZIP:01073,"Southampton, MA 01073"
8724,ZIP:01075,"South Hadley, MA 01075"
8725,ZIP:01077,"Southwick, MA 01077"
8726,ZIP:01080,"Three Rivers, MA 01080"
8727,ZIP:01081,"Wales, MA 01081"
8728,ZIP:01082,"Ware, MA 01082"
8729,ZIP:01084,"West Chesterfield, MA 01084"
8730,ZIP:01085,"Westfield, MA 01085"
8731,ZIP:01088,"West Hatfield, MA 01088"
8732,ZIP:01089,"West Springfield, MA 01089"
8733,ZIP:01092,"West Warren, MA 01092"
8734,ZIP:01095,"Wilbraham, MA 01095"
8735,ZIP:01096,"Williamsburg, MA 01096"
8736,ZIP:01098,"Worthington, MA 01098"
8737,ZIP:01103,"Springfield, MA 01103"
8738,ZIP:01104,"Springfield, MA 01104"
8739,ZIP:01105,"Springfield, MA 01105"
8740,ZIP:01106,"Longmeadow, MA 01106"
8741,ZIP:01107,"Springfield, MA 01107"
8742,ZIP:01108,"Springfield, MA 01108"
8743,ZIP:01109,"Springfield, MA 01109"
8744,ZIP:01118,"Springfield, MA 01118"
8745,ZIP:01119,"Springfield, MA 01119"
8746,ZIP:01128,"Springfield, MA 01128"
8747,ZIP:01129,"Springfield, MA 01129"
8748,ZIP:01151,"Indian Orchard, MA 01151"
8749,ZIP:01201,"Pittsfield, MA 01201"
8750,ZIP:01220,"Adams, MA 01220"
8751,ZIP:01222,"Ashley Falls, MA 01222"
8752,ZIP:01223,"Becket, MA 01223"
8753,ZIP:01224,"Berkshire, MA 01224"
8754,ZIP:01225,"Cheshire, MA 01225"
8755,ZIP:01226,"Dalton, MA 01226"
8756,ZIP:01230,"Great Barrington, MA 01230"
8757,ZIP:01235,"Hinsdale, MA 01235"
8758,ZIP:01236,"Housatonic, MA 01236"
8759,ZIP:01237,"Lanesboro, MA 01237"
8760,ZIP:01238,"Lee, MA 01238"
8761,ZIP:01240,"Lenox, MA 01240"
8762,ZIP:01243,"Middlefield, MA 01243"
8763,ZIP:01245,"Monterey, MA 01245"
8764,ZIP:01247,"North Adams, MA 01247"
8765,ZIP:01253,"Otis, MA 01253"
8766,ZIP:01254,"Richmond, MA 01254"
8767,ZIP:01255,"Sandisfield, MA 01255"
8768,ZIP:01256,"Savoy, MA 01256"
8769,ZIP:01257,"Sheffield, MA 01257"
8770,ZIP:01258,"South Egremont, MA 01258"
8771,ZIP:01259,"Southfield, MA 01259"
8772,ZIP:01262,"Stockbridge, MA 01262"
8773,ZIP:01266,"West Stockbridge, MA 01266"
8774,ZIP:01267,"Williamstown, MA 01267"
8775,ZIP:01270,"Windsor, MA 01270"
8776,ZIP:01301,"Greenfield, MA 01301"
8777,ZIP:01330,"Ashfield, MA 01330"
8778,ZIP:01331,"Athol, MA 01331"
8779,ZIP:01337,"Bernardston, MA 01337"
8780,ZIP:01338,"Buckland, MA 01338"
8781,ZIP:01339,"Charlemont, MA 01339"
8782,ZIP:01340,"Colrain, MA 01340"
8783,ZIP:01341,"Conway, MA 01341"
